"“Gama sakamakon zunubi mutuwa ne, amma baiwar Allah ita ce rai madawwami cikin Almasihu Yesu Ubangijinmu” (Romawa 6:23).",“n’ihi na ụgwọọlụ nke mmehie bụ ọnwụ; ma onyinye amara nke Chineke bụ ndụ ebighi ebi n’ime Kraịst Jizos Onyenwe anyị” (Ndị Rom 6:23).
"Toma almajiri ya furta game da Yesu, ‘ Ya Ubangiji na, Allah na kuma!” (Yahaya 20:28).","Ma etu ọ dị, lee mkpachìgha agwa nke ndị Juu maka okwu Ya, “Ndị Juu zara Ya, sị, ọ̀ bụghị n’ihi ọlụ ọma ka anyị nà-àtụ Gị nkume, kama ọ bụ̀ n’ihi nkwulù; n’ihi kwa na Gị onwe Gị, ebe Ị bụ mmadụ, Ị nà-ème onwe Gị Chineke” (Jọn 10:33)."
"Afisawa 2:8 tana gaya mana cewa”Domin ta wurin alheri ne aka cece ku saboda bangaskiya, wannan kuwa ba ƙoƙarin kanku bane, baiwa ce ta Allah.” Kirista na gaskiya shine wanda ya tuba daga zunubansa ko zunubanta kuma ya sa bangaskiya da amincewa cikin Yesu Kiristi kadai.","Ndị Efesọs 2:8 nà-àgwa anyị na ọ bụ “… àmàrà kà e jīwòrò zọpụta ụnụ, site n’òkwùkwe; nke a esiteghikwa n’onwe ụnụ: ọ bụ onyinye Chineke.”"
"Duk da haka dai, Yesu Kiristi, marar zunubi (1 Bitrus 2:22), madawwamin Ɗan Allah ya zama mutum (Yahaya 1:1, 14) kuma ya mutu da ya biya hukuncinmu.","Ma etu ọ dị, Jizọs Kraịst, Onye enweghi mmehie (1 Pita 2:22), Ọkpara Chineke na-adịgide ghọ̀ọ̀rọ̀ mmadụ (Jọn 1:1, 14) wee nwụọ iji kwụọ ụgwọ ahụhụ dịịrị anyị."
Ba wani amon da aka ji.,"Okwu ọnụ adịghị, ọ dịghịkwa okwu dị; a nụghị olu ha."
"Zamu iya musunci wannan sani a fahince, amma kasancewar Allah a cikin mu kuma ta wurin mu har yanzu tana nan.",Ụdị nke a kacha wee mara n’arụmụka nke ọntọlọjii na-eji ntụpụta echiche bụ nke Chineke iji zipụta ịdị adị nke Chineke.
"Afisawa 1:7 tana cewa, “ Ta gare shi ne muka samu fansa albarkacin jininsa, wato yafewar laifofinmu, bisa ga yalwar alherin Allah.” Yesu ya biya mana bashinmu, don a iya gafarta mana.","Ndị Efesọs 1:7 nà-àsị, “Onye anyị sitere n’ọbara Ya nwee mgbapụta anyị n’ime Ya, bụ ngbaghara nke ndahie niile anyị, dịka akụ nke àmàrà Ya si dị.” Jizọs kwụọrọ anyị ụgwọ, n’ihi ya a pụrụ ịgbaghara anyị."
"Titus 3:5 tana gaya mana cewa” ba wai don wani aikin adalci da muka yi ba, a’a, sai dai domin jinƙan nan nasa, albarkacin wankan nan na sake haifuwa, da kuma sabuntawan nan ta Ruhu Mai Tsarki .” Haka nan, Kirista shine wani wanda aka maya haifuwarsa daga Allah (Yahaya 3:3; Yahaya 3:7; 1 Bitrus 1:23), kuma sun sa bangaskiyarsu da amincewa cikin Yesu Kiristi.","Taịtọs 3:5 nà-àsị “O siteghi n’ọlụ dị icheiche a lụrụ n’eziomume, nke anyị onwe anyi lụrụ, zọpụta ayị, kama dịka ebere Ya si dị, site n’ọsịsa nke ịmụ̄ ọ̀zọ na nke imē ọhụụ nke Mmụọ Nsọ nà-ème.” Ya mèrè, onye Kristian bụ onye Chineke mụ̄woro ọ̀zọ (Jọn 3:3; Jọn 3:7; I Pita 1̃:23) nke tinyeworo òkwùkwe na ntụkwasịobi nà Jizọs Kraịst."
"Allah Uba ya zama mashaidi na cikakken shaidar Yesu ma, “Amma game da Ɗan ya ce, “Kursiyinka, ya Allah, na har abada abadin ne, Sandan sarautarka sanda ne na tsantsar gaskiya.” Annabtan Tsohon Alkawari game da Kiristi na sanar da Allahntakarsa, “Gashi, an haifa mana ɗa!","O mekataghị baara ndịmmadụ m̀ba maka ịkpọrọ Ya isi ala. Ọ bụrụ na Jizọs abụghị Chineke, Ọ gààrà àgwa ndịmmadụ ka ha gwàra ịkpọrọ Ya isi ala ọ̀bụnā dịka mmụọozi dị na Nkpughe mèrè."
"“Gama ƴan adam duka sun yi zunubi, sun kasa kuma ga ɗaukakar Allah” (Romawa 3:23).","Nke mbụ, anyị gà-àmatarịrị nà anyị emehiela megide Chineke: “n’ihi nà mmadụ niile emehiewo, ha adịghị erụkwa otuto Chineke” (Ndị Rom 3:23)."
